kind,etag,id,snippet_publishedAt,snippet_channelId,snippet_title,snippet_description,snippet_thumbnails_default_url,snippet_thumbnails_default_width,snippet_thumbnails_default_height,snippet_thumbnails_medium_url,snippet_thumbnails_medium_width,snippet_thumbnails_medium_height,snippet_thumbnails_high_url,snippet_thumbnails_high_width,snippet_thumbnails_high_height,snippet_thumbnails_standard_url,snippet_thumbnails_standard_width,snippet_thumbnails_standard_height,snippet_thumbnails_maxres_url,snippet_thumbnails_maxres_width,snippet_thumbnails_maxres_height,snippet_channelTitle,snippet_tags,snippet_categoryId,snippet_liveBroadcastContent,snippet_localized_title,snippet_localized_description,snippet_defaultAudioLanguage,statistics_viewCount,statistics_likeCount,statistics_favoriteCount,statistics_commentCount
youtube#video,_PWVyy5ZCmqeVDOPMcVoUO09CVg,1jCFUv-Xlqo,2024-10-09T16:16:20Z,UCBwmMxybNva6P_5VmxjzwqA,"Sorting Algorithms | Bubble Sort, Selection Sort & Insertion Sort | DSA Series by Shradha Ma'am","Lecture 24 of DSA Placement Series 
Company wise DSA Sheet Link : https://docs.google.com/spreadsheets/d/1mvlc8EYc3OVVU3X7NKoC0iZJr_45BL_pVxiJec0r94c/edit?usp=sharing

Our Current Placement Batches : https://linktr.ee/apnacollege.in

Time Stamps : 
00:00 Introduction
00:36 Bubble Sort
08:22 Bubble Sort Code
11:43 Optimized Bubble Sort
12:54 Selection Sort
18:20 Selection Sort Code
20:08 Insertion Sort
30:10 Insertion Sort Code
31:41 Algorithms for Descending Order
32:53 Summary & Homework

Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt


Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",https://i.ytimg.com/vi/1jCFUv-Xlqo/default.jpg,120,90,https://i.ytimg.com/vi/1jCFUv-Xlqo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1jCFUv-Xlqo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/1jCFUv-Xlqo/sddefault.jpg,640,480,https://i.ytimg.com/vi/1jCFUv-Xlqo/maxresdefault.jpg,1280,720,Apna College,"['C++', 'C++ coding', 'C++ full course', 'C++ placement course', 'how to code', 'programming', 'college placement course', 'C++ language', 'java', 'java language', 'java full course', 'java placement', 'java code', 'java coding']",27,none,"Sorting Algorithms | Bubble Sort, Selection Sort & Insertion Sort | DSA Series by Shradha Ma'am","Lecture 24 of DSA Placement Series 
Company wise DSA Sheet Link : https://docs.google.com/spreadsheets/d/1mvlc8EYc3OVVU3X7NKoC0iZJr_45BL_pVxiJec0r94c/edit?usp=sharing

Our Current Placement Batches : https://linktr.ee/apnacollege.in

Time Stamps : 
00:00 Introduction
00:36 Bubble Sort
08:22 Bubble Sort Code
11:43 Optimized Bubble Sort
12:54 Selection Sort
18:20 Selection Sort Code
20:08 Insertion Sort
30:10 Insertion Sort Code
31:41 Algorithms for Descending Order
32:53 Summary & Homework

Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt


Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",,565103,10164,0,377
youtube#video,CAsGCqYT0LXqBvU_L1q6qx4W3U8,qsbCBduIs40,2024-10-02T15:30:16Z,UCBwmMxybNva6P_5VmxjzwqA,Single Element in Sorted Array | Binary Search | DSA Series Lecture 20,"Lecture 20 of DSA Series - Binary Search Part 4 - Single Element in Sorted Array | Leetcode 540
Share your progress on Twitter : https://x.com/ShradhaKhapra_

DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt

Time Stamps : 
00:00 Introduction
00:19 Approach
16:25 Pseudocode
18:50 Handling Edge Case
22:10 Code
25:36 Dry Run

⭐️ Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : https://linktr.ee/apnacollege.in

Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",https://i.ytimg.com/vi/qsbCBduIs40/default.jpg,120,90,https://i.ytimg.com/vi/qsbCBduIs40/mqdefault.jpg,320,180,https://i.ytimg.com/vi/qsbCBduIs40/hqdefault.jpg,480,360,https://i.ytimg.com/vi/qsbCBduIs40/sddefault.jpg,640,480,https://i.ytimg.com/vi/qsbCBduIs40/maxresdefault.jpg,1280,720,Apna College,"['C++', 'C++ coding', 'C++ full course', 'C++ placement course', 'how to code', 'programming', 'college placement course', 'C++ language', 'java', 'java language', 'java full course', 'java placement', 'java code', 'java coding']",27,none,Single Element in Sorted Array | Binary Search | DSA Series Lecture 20,"Lecture 20 of DSA Series - Binary Search Part 4 - Single Element in Sorted Array | Leetcode 540
Share your progress on Twitter : https://x.com/ShradhaKhapra_

DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt

Time Stamps : 
00:00 Introduction
00:19 Approach
16:25 Pseudocode
18:50 Handling Edge Case
22:10 Code
25:36 Dry Run

⭐️ Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : https://linktr.ee/apnacollege.in

Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",,86888,2393,0,321
youtube#video,gM1fNSlYcaQHCOu9JLkTJGZkiJA,_xqIp2rj8bo,2024-09-16T16:05:59Z,UCBwmMxybNva6P_5VmxjzwqA,Majority Element | Brute- Better-Best Approach | Moore's Voting Algorithm | & Pair Sum,"Lecture 11 of DSA Series : (Array Part 4)
- Majority Element | Brute- Better-Best Approach | Moore's Voting Algorithm
- Pair Sum Problem | Brute to Optimal

Share your progress on Twitter : https://x.com/ShradhaKhapra_
SDE Sheet Link : https://docs.google.com/spreadsheets/d/1mvlc8EYc3OVVU3X7NKoC0iZJr_45BL_pVxiJec0r94c/edit?usp=sharing

DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt

Time Stamps : 
00:00 Introduction
00:18 Pair Sum (Brute Force)
06:40 Pair Sum (Optimal)
14:42 Majority Element (Brute Force)
21:48 Majority Element (Better Approach using Sorting)
29:03 Majority Element (Moore's Voting Algorithm)
34:44 Dry Run of Moore's Voting Algorithm
37:11 Majority Element Variation



Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : https://linktr.ee/apnacollege.in

Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",https://i.ytimg.com/vi/_xqIp2rj8bo/default.jpg,120,90,https://i.ytimg.com/vi/_xqIp2rj8bo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/_xqIp2rj8bo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/_xqIp2rj8bo/sddefault.jpg,640,480,https://i.ytimg.com/vi/_xqIp2rj8bo/maxresdefault.jpg,1280,720,Apna College,"['C++', 'C++ coding', 'C++ full course', 'C++ placement course', 'how to code', 'programming', 'college placement course', 'C++ language', 'java', 'java language', 'java full course', 'java placement', 'java code', 'java coding']",27,none,Majority Element | Brute- Better-Best Approach | Moore's Voting Algorithm | & Pair Sum,"Lecture 11 of DSA Series : (Array Part 4)
- Majority Element | Brute- Better-Best Approach | Moore's Voting Algorithm
- Pair Sum Problem | Brute to Optimal

Share your progress on Twitter : https://x.com/ShradhaKhapra_
SDE Sheet Link : https://docs.google.com/spreadsheets/d/1mvlc8EYc3OVVU3X7NKoC0iZJr_45BL_pVxiJec0r94c/edit?usp=sharing

DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt

Time Stamps : 
00:00 Introduction
00:18 Pair Sum (Brute Force)
06:40 Pair Sum (Optimal)
14:42 Majority Element (Brute Force)
21:48 Majority Element (Better Approach using Sorting)
29:03 Majority Element (Moore's Voting Algorithm)
34:44 Dry Run of Moore's Voting Algorithm
37:11 Majority Element Variation



Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : https://linktr.ee/apnacollege.in

Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",,264733,5107,0,595
youtube#video,OruTyI1u9eXS-Sz75J3FtAN92_8,8wmn7k1TTcI,2024-09-11T15:45:45Z,UCBwmMxybNva6P_5VmxjzwqA,Array Data Structure - Part1 | DSA Series by Shradha Khapra Ma'am | C++,"Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt

Time Stamps : 
00:00 What is Binary Number System?
02:29 Array Syntax
12:16 Loops on Arrays
15:45 Smallest/Largest in Array
24:04 Pass by Reference
30:09 Linear Search
37:38 Reverse an Array (2 Pointer) 
49:27 Summary & Homework


Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : https://linktr.ee/apnacollege.in

Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",https://i.ytimg.com/vi/8wmn7k1TTcI/default.jpg,120,90,https://i.ytimg.com/vi/8wmn7k1TTcI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8wmn7k1TTcI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/8wmn7k1TTcI/sddefault.jpg,640,480,https://i.ytimg.com/vi/8wmn7k1TTcI/maxresdefault.jpg,1280,720,Apna College,"['C++', 'C++ coding', 'C++ full course', 'C++ placement course', 'how to code', 'programming', 'college placement course', 'C++ language', 'java', 'java language', 'java full course', 'java placement', 'java code', 'java coding']",27,none,Array Data Structure - Part1 | DSA Series by Shradha Khapra Ma'am | C++,"Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt

Time Stamps : 
00:00 What is Binary Number System?
02:29 Array Syntax
12:16 Loops on Arrays
15:45 Smallest/Largest in Array
24:04 Pass by Reference
30:09 Linear Search
37:38 Reverse an Array (2 Pointer) 
49:27 Summary & Homework


Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : https://linktr.ee/apnacollege.in

Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",,669523,10570,0,1087
youtube#video,MBsg5fQNfo5dg0KfLsfpLBa69vk,xpy5NXiBFvA,2024-09-08T15:44:01Z,UCBwmMxybNva6P_5VmxjzwqA,Binary Number System | DSA Series by Shradha Khapra Ma'am | C++,"Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt

Time Stamps : 
00:00 What is Binary Number System?
03:22 Decimal to Binary Conversion
06:54 Code for Decimal to Binary conversion
16:12 Binary to Decimal conversion
18:23 Code for binary to decimal conversion
22:15 Common numbers & Short trick
28:00 Two's compliment 
33:48 Practice Qs
33:55 Summary & Homework



Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : https://linktr.ee/apnacollege.in

Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",https://i.ytimg.com/vi/xpy5NXiBFvA/default.jpg,120,90,https://i.ytimg.com/vi/xpy5NXiBFvA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/xpy5NXiBFvA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/xpy5NXiBFvA/sddefault.jpg,640,480,https://i.ytimg.com/vi/xpy5NXiBFvA/maxresdefault.jpg,1280,720,Apna College,"['C++', 'C++ coding', 'C++ full course', 'C++ placement course', 'how to code', 'programming', 'college placement course', 'C++ language', 'java', 'java language', 'java full course', 'java placement', 'java code', 'java coding']",27,none,Binary Number System | DSA Series by Shradha Khapra Ma'am | C++,"Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt

Time Stamps : 
00:00 What is Binary Number System?
03:22 Decimal to Binary Conversion
06:54 Code for Decimal to Binary conversion
16:12 Binary to Decimal conversion
18:23 Code for binary to decimal conversion
22:15 Common numbers & Short trick
28:00 Two's compliment 
33:48 Practice Qs
33:55 Summary & Homework



Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : https://linktr.ee/apnacollege.in

Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",,405746,8802,0,1123
youtube#video,2eDqbGINKc1ymNFhmTI6SoRGcQs,rga_q2N7vU8,2024-09-05T15:40:03Z,UCBwmMxybNva6P_5VmxjzwqA,Lecture 4: Patterns | DSA Series by Shradha Khapra Ma'am | C++,"Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt

Time Stamps : 
00:00 Why we study Patterns ? 
02:56 : How to solve Pattern problems ? Problem 1,2,& 3
21:42 Practice Problem 4 & 5
35:01 Problem 6 : Triangle Patterns
42:18 Problem 7 & 8
47:36 Problem 9
49:48 Problem 10 : Reverse triangle pattern
53:18 Problem 11 & 12 : Floyd's Triangle Pattern
56:23 Problem 13 Inverted triangle pattern
1:03:21 Problem 14 : Pyramid pattern
1:13:28 Problem 15 : Hollow Diamond Pattern
1:29:14 Problem 16 : Butterly Pattern (h.w)




Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : https://linktr.ee/apnacollege.in

Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",https://i.ytimg.com/vi/rga_q2N7vU8/default.jpg,120,90,https://i.ytimg.com/vi/rga_q2N7vU8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/rga_q2N7vU8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/rga_q2N7vU8/sddefault.jpg,640,480,https://i.ytimg.com/vi/rga_q2N7vU8/maxresdefault.jpg,1280,720,Apna College,"['C++', 'C++ coding', 'C++ full course', 'C++ placement course', 'how to code', 'programming', 'college placement course', 'C++ language', 'java', 'java language', 'java full course', 'java placement', 'java code', 'java coding']",27,none,Lecture 4: Patterns | DSA Series by Shradha Khapra Ma'am | C++,"Share your progress on Twitter : https://x.com/ShradhaKhapra_
DSA Series full playlist : https://www.youtube.com/playlist?list=PLfqMhTWNBTe137I_EPQd34TsgV6IO55pt

Time Stamps : 
00:00 Why we study Patterns ? 
02:56 : How to solve Pattern problems ? Problem 1,2,& 3
21:42 Practice Problem 4 & 5
35:01 Problem 6 : Triangle Patterns
42:18 Problem 7 & 8
47:36 Problem 9
49:48 Problem 10 : Reverse triangle pattern
53:18 Problem 11 & 12 : Floyd's Triangle Pattern
56:23 Problem 13 Inverted triangle pattern
1:03:21 Problem 14 : Pyramid pattern
1:13:28 Problem 15 : Hollow Diamond Pattern
1:29:14 Problem 16 : Butterly Pattern (h.w)




Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : https://linktr.ee/apnacollege.in

Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",,717257,11564,0,1777
youtube#video,Q9HN2JV6mDFF0jycHAuCbROaELk,hbVWoUfk8lo,2024-08-23T16:30:12Z,UCBwmMxybNva6P_5VmxjzwqA,What is the future of Software Engineering in next 5 years?,"Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : linktr.ee/apnacollege.in

Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",https://i.ytimg.com/vi/hbVWoUfk8lo/default.jpg,120,90,https://i.ytimg.com/vi/hbVWoUfk8lo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/hbVWoUfk8lo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/hbVWoUfk8lo/sddefault.jpg,640,480,https://i.ytimg.com/vi/hbVWoUfk8lo/maxresdefault.jpg,1280,720,Apna College,"['C++', 'C++ coding', 'C++ full course', 'C++ placement course', 'how to code', 'programming', 'college placement course', 'C++ language', 'java', 'java language', 'java full course', 'java placement', 'java code', 'java coding']",27,none,What is the future of Software Engineering in next 5 years?,"Want to study for Tech Placements/Internships from us :
Our Latest Placement Batches : linktr.ee/apnacollege.in

Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/",,639379,26158,0,1304
youtube#video,b7MxU4zH90XL34cdnKvmmPot2fk,mFiaHvJqL3s,2024-08-18T15:43:30Z,UCBwmMxybNva6P_5VmxjzwqA,Tech MasterClass with CTOs | Angle One CTO & Shradha Khapra Ma'am,"Study for Tech Placements/Internships from us :
Our Latest Placement Batches : linktr.ee/apnacollege.in

Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/

00:00 - Introduction
01:43 - His journey and events leading to him becoming a CTO
03:58 - Favourite company by far to have worked in 
05:11 - Key lessons that helped him in his current role
10:15 - Current size of Tech and Product team at Angle One
10:56 - Changes made in the tech team since 2021
12:55 - How he hires a new member in the tech team
15:38 - Open ended questions asked while interviewing engineers
17:17 - Transition from vendor driven to building inhouse team
19:14 - Primary Responsibilities as a CTO
23:19 - Challenges faced while building high scale D2C products
26:03 - Hiring process for Senior Engineers and CTOs
30:35 - Current tech stack of AngelOne
38:04 - Technologies that phased out
41:02 - Choosing AWS over Azure
43:46 - Experiences an engineer eyeing for CTO position should have
47:21 - Impact of AI and Machine Learning in Fintech Sector
59:13 - Will there be inequality due to Hedge Funds having deeper pockets and access to newer technology?
1:01:51 - How has AI affected the tech team at Angle One?
1:03:46 - How should an engineer plan out their next 5 -10 years?
1:06:27 - Importance of degree in securing leadership positions
1:08:30 - Jobs : Mismatch between what skills are needed and what are available  
1:10:34 - Long term vision for Angel One
1:13:29 - Changes in the industry due to GIFT City
1:15:39 - Average compensation for a CTO",https://i.ytimg.com/vi/mFiaHvJqL3s/default.jpg,120,90,https://i.ytimg.com/vi/mFiaHvJqL3s/mqdefault.jpg,320,180,https://i.ytimg.com/vi/mFiaHvJqL3s/hqdefault.jpg,480,360,https://i.ytimg.com/vi/mFiaHvJqL3s/sddefault.jpg,640,480,https://i.ytimg.com/vi/mFiaHvJqL3s/maxresdefault.jpg,1280,720,Apna College,"['C++', 'C++ coding', 'C++ full course', 'C++ placement course', 'how to code', 'programming', 'college placement course', 'C++ language', 'java', 'java language', 'java full course', 'java placement', 'java code', 'java coding']",27,none,Tech MasterClass with CTOs | Angle One CTO & Shradha Khapra Ma'am,"Study for Tech Placements/Internships from us :
Our Latest Placement Batches : linktr.ee/apnacollege.in

Shradha Ma'am community 
Instagram : https://www.instagram.com/shradhakhapra
LinkedIn : https://www.linkedin.com/in/shradha-khapra/

00:00 - Introduction
01:43 - His journey and events leading to him becoming a CTO
03:58 - Favourite company by far to have worked in 
05:11 - Key lessons that helped him in his current role
10:15 - Current size of Tech and Product team at Angle One
10:56 - Changes made in the tech team since 2021
12:55 - How he hires a new member in the tech team
15:38 - Open ended questions asked while interviewing engineers
17:17 - Transition from vendor driven to building inhouse team
19:14 - Primary Responsibilities as a CTO
23:19 - Challenges faced while building high scale D2C products
26:03 - Hiring process for Senior Engineers and CTOs
30:35 - Current tech stack of AngelOne
38:04 - Technologies that phased out
41:02 - Choosing AWS over Azure
43:46 - Experiences an engineer eyeing for CTO position should have
47:21 - Impact of AI and Machine Learning in Fintech Sector
59:13 - Will there be inequality due to Hedge Funds having deeper pockets and access to newer technology?
1:01:51 - How has AI affected the tech team at Angle One?
1:03:46 - How should an engineer plan out their next 5 -10 years?
1:06:27 - Importance of degree in securing leadership positions
1:08:30 - Jobs : Mismatch between what skills are needed and what are available  
1:10:34 - Long term vision for Angel One
1:13:29 - Changes in the industry due to GIFT City
1:15:39 - Average compensation for a CTO",,59515,1929,0,174
youtube#video,L3-Qq4i9FoBREKYnGkdi5hZOwQk,JCF7RnV06AA,2024-05-09T17:29:56Z,UCBwmMxybNva6P_5VmxjzwqA,How he cracked 6 month Internship + Job Offer from Tier 3 College ? Cisco Ideathon,"You can start your Tech Placement/Internship journey with 
New Sigma 4.0 : https://www.apnacollege.in/course/sigma-4
Starting 9th August,2024

Link for International Students : https://buy.stripe.com/14kaEQ9be3FsaB2bIW

----------------------------------------------------
PS : for those who asked, EMI option is available on payment page. 

Eligibility for Sigm 4.0 
- B.Tech students preparing for Tech Placement/Internships. 
- start as early as possible, first 2 years are most important. 
- M.Tech/MCA/BCA who are preparing for Tech Placements/Internships

Class Schedule : 
- Mentioned in video & on website. 
- Lectures will come on alternate days.
- Lecture Timings : 8PM 
- Lecture duration : 1 - 1.5 Hour

----------------------------------------------------
Join the Apni Community🔥 : https://telegram.me/+k4rdgTPwmm5kMGVl


00:00 Upcoming...
00:19 Tell us about yourself
01:01 When did you start your preparation ?
04:41 Cisco : Step by step Interview Process 
05:52 Online Assessment Round
08:07 Idea Submission Round
09:21 Technical Interview Round
15:17 How to apply for Cisco Ideathon ?
16:04 Quant Aptitude Qs
16:15 What's your CGPA ?
16:53 Projects in your Resume 
18:04 What's your WOW factor ?
18:25 Work & learning in Cisco 
19:06 Proud parents 
19:47 How would you Re-start as 1st year student ?
21:14 How did you maintain consistency?
21:55 Any memorable moment in Interview process ?
22:57 What all companies were you targeting ?
24:22 Mistakes you want to Undo
25:21 DSA vs Development
25:30 Did CP help you ?
25:54 Balance between College & Placement ?
26:18 Summary & Key Learnings 
27:28 Importance of Communication",https://i.ytimg.com/vi/JCF7RnV06AA/default.jpg,120,90,https://i.ytimg.com/vi/JCF7RnV06AA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/JCF7RnV06AA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/JCF7RnV06AA/sddefault.jpg,640,480,https://i.ytimg.com/vi/JCF7RnV06AA/maxresdefault.jpg,1280,720,Apna College,"['C++', 'C++ coding', 'C++ full course', 'C++ placement course', 'how to code', 'programming', 'college placement course', 'C++ language', 'java', 'java language', 'java full course', 'java placement', 'java code', 'java coding']",27,none,How he cracked 6 month Internship + Job Offer from Tier 3 College ? Cisco Ideathon,"You can start your Tech Placement/Internship journey with 
New Sigma 4.0 : https://www.apnacollege.in/course/sigma-4
Starting 9th August,2024

Link for International Students : https://buy.stripe.com/14kaEQ9be3FsaB2bIW

----------------------------------------------------
PS : for those who asked, EMI option is available on payment page. 

Eligibility for Sigm 4.0 
- B.Tech students preparing for Tech Placement/Internships. 
- start as early as possible, first 2 years are most important. 
- M.Tech/MCA/BCA who are preparing for Tech Placements/Internships

Class Schedule : 
- Mentioned in video & on website. 
- Lectures will come on alternate days.
- Lecture Timings : 8PM 
- Lecture duration : 1 - 1.5 Hour

----------------------------------------------------
Join the Apni Community🔥 : https://telegram.me/+k4rdgTPwmm5kMGVl


00:00 Upcoming...
00:19 Tell us about yourself
01:01 When did you start your preparation ?
04:41 Cisco : Step by step Interview Process 
05:52 Online Assessment Round
08:07 Idea Submission Round
09:21 Technical Interview Round
15:17 How to apply for Cisco Ideathon ?
16:04 Quant Aptitude Qs
16:15 What's your CGPA ?
16:53 Projects in your Resume 
18:04 What's your WOW factor ?
18:25 Work & learning in Cisco 
19:06 Proud parents 
19:47 How would you Re-start as 1st year student ?
21:14 How did you maintain consistency?
21:55 Any memorable moment in Interview process ?
22:57 What all companies were you targeting ?
24:22 Mistakes you want to Undo
25:21 DSA vs Development
25:30 Did CP help you ?
25:54 Balance between College & Placement ?
26:18 Summary & Key Learnings 
27:28 Importance of Communication",,391797,9814,0,320
youtube#video,fBU8i_HIro8cSwcp73yQ0cvBurY,64N1nNk0WuQ,2024-04-27T17:04:45Z,UCBwmMxybNva6P_5VmxjzwqA,Tier 3 to Off Campus Google & Microsoft | How did this student crack both Internships?,"Shreya is our Alpha & Delta student. Coming from a Tier3 college, she has worked hard to crack these internships & her placement journey can also teach us a lot.

You can start your Tech Placement/Internship journey with 
New Sigma 4.0 : https://www.apnacollege.in/course/sigma-4
Early bird offer till. 24th July, 9PM

Link for International Students : https://buy.stripe.com/14kaEQ9be3FsaB2bIW

----------------------------------------------------
PS : for those who asked, EMI option is available on payment page. 

Eligibility for Sigm 4.0 
- B.Tech students preparing for Tech Placement/Internships. 
- start as early as possible, first 2 years are most important. 
- M.Tech/MCA/BCA who are preparing for Tech Placements/Internships

Class Schedule : 
- Mentioned in video & on website. 
- Lectures will come on alternate days.
- Lecture Timings : 8PM 
- Lecture duration : 1 - 1.5 Hour

----------------------------------------------------
Join the Apni Community🔥 : https://telegram.me/+k4rdgTPwmm5kMGVl

Time Stamps 

00:00 Intro 
01:56 What is your CGPA?
02:46 For how long have you been preparing?
04:05 Skills learnt apart from DSA
05:33 Google Interview :  Step by Step Process
07:25 Importance of Communication & English Speaking
08:11 Microsoft Interview : Step by Step Process
10:29 Projects
12:09 Most memorable Interview experience
13:44 Self doubt & Low phase 
14:45 Think out Loud Tip
15:44 WOW factor of your Resume
16:06 How should 1st year student start for Placement?
18:10 Special strategy for Interview
20:30 DSA vs Development 
21:48 Java vs C++. (for DSA)
22:24 How to manage College & Placement
25:34 Summary & Key Points
28:21 Jugaad : )",https://i.ytimg.com/vi/64N1nNk0WuQ/default.jpg,120,90,https://i.ytimg.com/vi/64N1nNk0WuQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/64N1nNk0WuQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/64N1nNk0WuQ/sddefault.jpg,640,480,https://i.ytimg.com/vi/64N1nNk0WuQ/maxresdefault.jpg,1280,720,Apna College,"['C++', 'C++ coding', 'C++ full course', 'C++ placement course', 'how to code', 'programming', 'college placement course', 'C++ language', 'java', 'java language', 'java full course', 'java placement', 'java code', 'java coding']",27,none,Tier 3 to Off Campus Google & Microsoft | How did this student crack both Internships?,"Shreya is our Alpha & Delta student. Coming from a Tier3 college, she has worked hard to crack these internships & her placement journey can also teach us a lot.

You can start your Tech Placement/Internship journey with 
New Sigma 4.0 : https://www.apnacollege.in/course/sigma-4
Early bird offer till. 24th July, 9PM

Link for International Students : https://buy.stripe.com/14kaEQ9be3FsaB2bIW

----------------------------------------------------
PS : for those who asked, EMI option is available on payment page. 

Eligibility for Sigm 4.0 
- B.Tech students preparing for Tech Placement/Internships. 
- start as early as possible, first 2 years are most important. 
- M.Tech/MCA/BCA who are preparing for Tech Placements/Internships

Class Schedule : 
- Mentioned in video & on website. 
- Lectures will come on alternate days.
- Lecture Timings : 8PM 
- Lecture duration : 1 - 1.5 Hour

----------------------------------------------------
Join the Apni Community🔥 : https://telegram.me/+k4rdgTPwmm5kMGVl

Time Stamps 

00:00 Intro 
01:56 What is your CGPA?
02:46 For how long have you been preparing?
04:05 Skills learnt apart from DSA
05:33 Google Interview :  Step by Step Process
07:25 Importance of Communication & English Speaking
08:11 Microsoft Interview : Step by Step Process
10:29 Projects
12:09 Most memorable Interview experience
13:44 Self doubt & Low phase 
14:45 Think out Loud Tip
15:44 WOW factor of your Resume
16:06 How should 1st year student start for Placement?
18:10 Special strategy for Interview
20:30 DSA vs Development 
21:48 Java vs C++. (for DSA)
22:24 How to manage College & Placement
25:34 Summary & Key Points
28:21 Jugaad : )",,676609,20303,0,718
